label,text,predicted_class
0,national trend jimmy john employee refuse serve police officer video,Fake
0,breaking wikileaks say less 1 vault 7 released,Fake
0,classic unhinged liberal loses scream nooo soon trump sworn video,Fake
0,ouch left woman landed direct hit hillary spot,Fake
0,obama war america update fbi issue riot alert louisiana new black panther coming baton rouge,Fake
1,eu juncker court eurosceptic easterner dinner invite,True
0,tucker carlson slam vox com fake news,Fake
0,college socialist group incites child yell kill donald trump video,Fake
1,saudi cleric suspended quarter brain woman driver quip,True
0,almost 100 year later donald trump sound lot like theodore roosevelt immigration mean american video,Fake
0,pelosi hacked email show top secret memo staffer make blm activist think dems side,Fake
1,iaea say north korea rapid weapon progress pose new global threat,True
1,catalonia press ahead independence madrid suspends autonomy,True
0,halloween fireside book suspense vol 2 boiler room ep 133,Fake
0,bombshell comey admission fbi found email indicating obama ag loretta lynch would everything could protect hillary criminal charge video,Fake
1,syrian jihadist alliance decries rebel group planning incursion statement,True
0,self admitted sexual predator supported wife,Fake
0,jeb bush want congress approve amnesty confirm loretta lynch eric holder skirt ag position,Fake
1,scar strife purge election year agitprop,True
0,blood sport gop presidential race take another brutal turn party favorite tear trump,Fake
0,pro hillary new york daily news writer destroys hillary,Fake
0,lol politico publishes article blaming trump supporter horrific violence committed,Fake
1,three kurdish fighter killed five wounded blast south oil city kirkuk,True
1,china xi tell trump north korea nuclear issue must solved via talk,True
1,grasping straw illusion choice,True
1,romanian president opposes plan judicial overhaul,True
0,hillary scumbags torch navy veteran home supporting donald trump video,Fake
0,video hillary van blow elderly people wheelchair waiting see way manufactured event,Fake
0,donald rumseld humiliates view dingbat joy behar call understanding president elected video,Fake
0,must see result new poll asking american one word associate hillary,Fake
0,usa today sport columnist call tom brady head one thing found locker think,Fake
1,afghan civilian casualty air strike rise 50 percent say u n,True
0,breaking kansa city police captain shot dead multiple shooter video obamaswaroncops,Fake
0,busted video aarp caught using subliminal message promote martial law recent ad,Fake
0,sarah jessica parker fear attacked killed trump elected seen multiple trump supporter bloodied hillary lib mob,Fake
0,chilling interview video 14 yr old girl doused baltimore pizza store owner lighter fuel,Fake
1,qatar airway cancel flight northern iraq website,True
0,breaking obama regime announces federal takeover election video,Fake
0,shocker washington post publishes oped critical pro israel law shuts bd,Fake
0,ethiopian muslim monster deported u 10 year performing clitorectomy daughter scissors,Fake
1,eu head toward tougher action poland merkel join fray,True
1,spanish government say dialogue catalonia must within law,True
0,grew believing black could support democrat took job acorn watch incredible story woman took obama leftist machine video,Fake
1,eu leader seek greater reduction africa immigration,True
0,libs social medium make disgusting comparison eric trump new haircut nazi,Fake
0,exclusive america 2021 hilarious poem describes america look like 4 year president trump,Fake
1,turkey erdogan get warm welcome mainly muslim serbian town,True
0,pope francis bless colombia war victim,Fake
1,port libya benghazi reopens three year closure due clash,True
1,palestinian protester attack u embassy lebanon,True
1,guatemala top court side u n graft unit fight president,True
0,famous rhode island dancing cop fired protesting cop hating terror group video,Fake
0,hillary oh sh moment fbi reveals email found weiner laptop duplicate video,Fake
0,21 year old texan woman get put charge,Fake
0,harry reid caught calling benghazi mother crazy,Fake
0,hysterical democrat convention schedule revealed,Fake
0,kidding cnn asks widow jewish terror victim coming video,Fake
1,catalan independence campaign kick barcelona give backing,True
1,damaged new zealand fuel pipeline restarted sunday new zealand refining,True
0,list heartless senator voted banning late term abortion,Fake
1,two florida nuclear plant likely shut irma stay path,True
1,saudi arabia suspends dialogue qatar spa,True
1,least 17 killed cameroon separatist clash amnesty,True
0,paul ryan fund border fence u citizen check fence around mansion,Fake
1,philippine anti narcotic chief warns drug war slowdown police target assassin,True
1,irma knock power nearly four million florida utility,True
1,uk police keeping open mind number suspect london train bombing,True
1,undercutting nation state chicago group suggests global city run world affair,True
1,norway right wing government win election fought oil tax,True
0,boiler room 106 israel attack damascus bill nye psyop guy,Fake
1,florida governor vow aggressive probe irma nursing home death,True
1,indian court privacy ruling blow government,True
0,trey gowdy crooked dnc may something dnc want law enforcement see hacked server video,Fake
1,turkey sentence wall street journal journalist jail absentia wsj,True
0,shakedown al sharpton meet gm pressure dropping kid rock confederatef flag video,Fake
1,philippine police chief say stop cop seeking church sanctuary,True
1,kirkuk governor say iraqi parliament vote remove unlawful,True
1,u n see textbook example ethnic cleansing myanmar,True
1,spain rajoy want work party catalan question,True
0,fought died protect total stranger socialism young voter embracing evil america today,Fake
0,two tx school worker fired refusing call 6 year old girl boy one day,Fake
1,exclusive eu dismisses smoke regulation look tougher fire safety test,True
1,french firm say tech ready run kenya poll,True
0,carnage kindness good samaritan london terror attack video,Fake
0,trump statement muslim immigration spot choice video,Fake
0,boiler room ep 83 nice,Fake
0,u apologizes human right violation u n review country worse human right violation,Fake
0,hillary clinton ponders halloween costume,Fake
0,breaking hillary clinton comment right unborn send chill spine video,Fake
1,eu tusk uk may talk brexit next tuesday,True
0,breaking muslim clock boy family give u 15 million else,Fake
1,brief overview u military sale lebanon,True
1,barzani say yes vote independence referendum call baghdad engage dialogue,True
0,far left go protect hillary clinton sick,Fake
1,spain socialist leader agrees rajoy launch constitutional reform,True
1,italy lower house pass new electoral law move senate,True
